,Name,Sex,Date of Birth,Age,Height (inches),Weight (lb),Class Year,Major,School,"Grade in ""Intro to python""","Grade in ""Intro to Stats""",Final Data Science Grade
9512,Karina Lee,2,2003-10-24,20,66.0,135,2025,University of Wisconsin,Computer Science & Engineering,B,"""80.6""",95.5
9513,Phillip Pitts,2,2000-11-16,23,172.0,170,2022,Marquette University,Computer Science & Engineering,Pass,"""88.2""",87.2
9514,Laura Green,1,1997-09-10,26,62.0,105,2019,St. Joseph's University,Theology,,"""78.6""",90.1
9515,Amanda Murphy,1,1995-05-04,28,68.0,130,2017,University of Florida,Computer Science & Engineering,A,"""91.7""",97.9
9516,Joseph Cox,2,1996-10-16,27,64.0,125,2018,Marquette University,Computer Science & Engineering,Pass,"""83.9""",80.8
9517,Jessica Lara,2,1999-09-09,24,69.0,165,2021,University of Wisconsin,Computer Science & Engineering,B,"""90.7""",80.1
9518,Stephanie Figueroa,1,2002-06-12,21,65.0,120,2024,Stanford University,Computer Science & Engineering,A,"""85.4""",82.6
9519,Catherine Smith,2,1998-03-19,25,60.0,120,2020,Harvard University,Computer Science & Engineering,B,"""88.0""",77.3
9520,Thomas Brewer,0,1992-03-20,31,62.0,140,2014,MIT,Computer Science & Engineering,D,"""81.3""",77.0
9521,Aaron Rocha,2,1995-11-03,28,67.0,150,2017,Marquette University,Computer Science & Engineering,Fail,"""83.9""",84.8
9522,Cameron Smith,0,1993-02-10,30,70.0,175,2015,University of Illinois,Computer Science & Engineering,D,"""78.1""",81.0
9523,Carrie Mcclain,1,1992-08-06,31,61.0,105,2014,Michigan State University,Computer Science & Engineering,B,"""90.6""",79.9
9524,Kim Le,1,1997-06-08,26,66.0,140,2019,Brown University,Theology,,"""89.2""",78.8
9525,Michael Allen,2,1998-01-05,25,65.0,135,2020,Holy Cross College,Computer Science & Engineering,C,"""86.9""",86.4
9526,Robert Cantrell,0,1992-10-31,31,69.0,155,2014,Michigan State University,Computer Science & Engineering,F,"""100""",79.1
9527,Joseph Santos,2,2001-07-28,22,66.0,165,2023,St. Joseph's University,Computer Science & Engineering,Fail,"""85.8""",68.0
9528,Matthew Morton,0,1999-07-14,24,,180,2021,UCLA,Math,,"""86.5""",86.5
9529,William Taylor,0,2000-03-28,23,69.0,170,2022,MIT,Computer Science & Engineering,B,"""83.5""",84.9
9530,John Gilbert,0,2000-10-05,23,69.0,165,2022,UMBC,Computer Science & Engineering,Pass,"""88.3""",94.8
9531,Natalie Galloway,1,1992-06-23,31,64.0,130,2014,St. Joseph's University,Computer Science & Engineering,Pass,"""100""",76.9
9532,Megan Rivera,1,1997-01-30,26,68.0,135,2019,UCLA,Computer Science & Engineering,A,"""80.6""",84.4
9533,Brian Davis,0,2002-08-18,21,68.0,145,2024,University of Wisconsin,Computer Science & Engineering,C,"""74.9""",84.0
9534,Jonathan Robinson,2,2003-10-28,20,68.0,140,2025,Michigan State University,Computer Science & Engineering,A,"""93.6""",89.8
9535,Janice Jones,1,1992-06-30,31,63.0,115,2014,Purdue,Theology,B,"""90.5""",83.9
9536,Samantha Berry,1,1997-05-15,26,63.0,105,2019,University of Notre Dame,Computer Science & Engineering,A,"""86.5""",79.3
9537,Laura Cook,2,2002-03-13,21,157.0,115,2024,University of Wisconsin,Computer Science & Engineering,B,"""89.4""",81.6
9538,Michael Bennett,0,1995-05-20,28,72.0,155,2017,University of Michigan (boo),Computer Science & Engineering,C,"""79.2""",84.5
9539,James Henderson,0,1994-09-26,29,69.0,145,2016,MIT,Computer Science & Engineering,C,"""95.1""",81.1
9540,Rachel Ellis,2,2001-09-16,22,64.0,120,2023,Holy Cross College,Computer Science & Engineering,D,"""84.3""",72.8
9541,Susan Williams,1,1992-04-27,31,65.0,110,2014,UMBC,Theology,Pass,"""81.1""",91.7
9542,Jamie Haynes,2,2000-02-05,23,68.0,150,2022,Duke University,Computer Science & Engineering,C,"""80.7""",78.9
9543,Jared Johnston,2,1994-12-01,29,60.0,100,2016,MIT,ACMS,,"""86.9""",89.4
9544,Ronald Miller,0,2002-09-20,21,65.0,145,2024,University of Illinois,Computer Science & Engineering,D,"""78.1""",94.5
9545,Cheryl Hansen,2,1996-04-19,27,59.0,100,2018,USC,Computer Science & Engineering,D,"""78.7""",100.0
9546,Monica Harper,2,2002-12-09,21,71.0,150,2024,MIT,Computer Science & Engineering,C,"""93.4""",100.0
9547,Joseph Lamb,0,1996-11-11,27,65.0,135,2018,MIT,Computer Science & Engineering,D,"""89.1""",89.4
9548,James Berger,0,1994-08-20,29,69.0,155,2016,UCLA,Theology,,"""82.3""",78.7
9549,Tyler Miller,0,2001-07-19,22,69.0,150,2023,Duke University,Computer Science & Engineering,B,"""91.5""",88.8
9550,Isabel Mcintosh,1,1995-01-26,28,64.0,110,2017,Harvard University,Computer Science & Engineering,B,"""86.6""",91.0
9551,Stephanie King,1,1994-08-23,29,62.0,130,2016,University of Nebraska,Electrical Engineering,,"""92.1""",87.9
9552,Jay Macdonald,0,1998-09-07,25,70.0,175,2020,University of Michigan (boo),ACMS,A,"""85.7""",84.9
9553,Tammy Garza,2,2002-10-10,21,69.0,170,2024,Brown University,Computer Science & Engineering,D,"""85.8""",90.2
9554,Donald Snyder,0,1998-01-16,25,69.0,155,2020,Stanford University,ACMS,F,"""96.7""",75.4
9555,Zachary Richardson,0,2000-06-30,23,68.0,165,2022,Stanford University,Theology,,"""85.8""",97.2
9556,Carmen Chan,1,1993-01-17,30,67.0,130,2015,Brown University,Computer Science & Engineering,B,"""94.0""",86.8
9557,Angela Sparks,2,2001-10-28,22,68.0,145,2023,UCLA,Computer Science & Engineering,A,"""91.9""",77.0
9558,Richard Jones,0,1994-01-20,29,70.0,165,2016,University of Michigan (boo),Computer Science & Engineering,B,"""75.1""",91.5
9559,Michelle Brewer,1,1993-12-01,30,64.0,120,2015,University of Florida,Computer Science & Engineering,B,"""76.2""",81.2
9560,Jennifer Clark,1,2002-01-06,21,66.0,140,2024,University of Notre Dame,Computer Science & Engineering,A,"""91.6""",86.1
9561,James Collins,0,1998-08-03,25,66.0,140,2020,Marquette University,Computer Science & Engineering,Fail,"""93.7""",81.8
9562,Jason Lloyd,2,1997-01-05,26,71.0,170,2019,University of Alabama,Computer Science & Engineering,B,"""91.9""",80.1
9563,Lisa Black,1,1996-07-04,27,65.0,130,2018,University of Illinois,Math,,"""93.7""",90.5
9564,Franklin Grant,0,2001-06-20,22,67.0,140,2023,University of Wisconsin,Computer Science & Engineering,D,"""80.6""",86.7
9565,Jonathan Hughes,0,1995-04-30,28,67.0,150,2017,St. Joseph's University,Computer Science & Engineering,Pass,"""77.3""",75.0
9566,Tyler Cole,0,2001-10-11,22,68.0,160,2023,Brown University,Math,,"""79.9""",81.4
9567,Jennifer Erickson,2,2003-12-05,20,177.0,165,2025,Michigan State University,Computer Science & Engineering,D,"""89.0""",82.6
9568,Carolyn Bailey,2,1997-04-29,26,67.0,145,2019,UCLA,Computer Science & Engineering,A,"""81.2""",96.8
9569,Erika Baxter,1,1997-07-03,26,67.0,110,2019,University of Alabama,Computer Science & Engineering,D,"""76.7""",93.7
9570,Anthony Smith,2,1994-03-19,29,68.0,165,2016,USC,ACMS,,"""89.4""",95.2
9571,Dennis Paul,0,1992-04-10,31,68.0,170,2014,Holy Cross College,Computer Science & Engineering,A,"""74.2""",79.5
9572,Jennifer Thomas,1,1994-08-31,29,58.0,125,2016,University of Alabama,Computer Science & Engineering,C,"""90.2""",81.9
9573,Cole Lopez,0,1998-03-16,25,,175,2020,UCLA,Computer Science & Engineering,B,"""82.4""",85.5
9574,John White,2,1996-10-23,27,182.0,165,2018,MIT,Computer Science & Engineering,A,"""81.0""",85.6
9575,Dawn Berry,1,1992-04-30,31,63.0,120,2014,University of Florida,Computer Science & Engineering,D,"""87.8""",81.9
9576,Oscar Smith,0,2000-03-23,23,70.0,165,2022,Purdue,ACMS,,"""84.6""",100.0
9577,Shawn Glover,0,1993-03-25,30,70.0,175,2015,UMBC,ACMS,,"""85.3""",86.1
9578,Mary Harvey,1,1999-08-16,24,59.0,115,2021,University of Alabama,Math,,"""94.7""",78.2
9579,Mary Gordon,2,1999-12-27,24,66.0,125,2021,UCLA,Computer Science & Engineering,A,"""79.1""",82.1
9580,Brian Barber,0,1993-07-26,30,71.0,165,2015,MIT,Psychology,,"""86.8""",81.2
9581,Christine Obrien,1,2000-02-06,23,58.0,115,2022,UMBC,Math,Pass,"""89.4""",67.7
9582,Michael Garner,2,2000-02-04,23,64.0,135,2022,UMBC,Computer Science & Engineering,Pass,"""78.9""",70.9
9583,Amanda Adams,2,1995-02-22,28,69.0,155,2017,Marquette University,Computer Science & Engineering,Pass,"""86.5""",95.4
9584,David Woodward,0,1999-07-31,24,67.0,155,2021,University of Wisconsin,Computer Science & Engineering,D,"""83.9""",90.3
9585,Melinda Gonzales,1,1997-05-03,26,61.0,130,2019,MIT,Math,,"""97.9""",78.5
9586,Christopher Bradshaw,0,1995-01-19,28,69.0,165,2017,MIT,Theology,,"""87.0""",77.2
9587,Shawn Griffin,0,2001-05-29,22,67.0,140,2023,University of Wisconsin,Computer Science & Engineering,F,"""93.9""",95.7
9588,Vanessa Smith,2,1998-11-12,25,64.0,125,2020,Stanford University,Computer Science & Engineering,B,"""93.7""",80.9
9589,Melissa Phillips,1,1999-10-05,24,67.0,135,2021,UMBC,Computer Science & Engineering,Pass,"""91.0""",88.6
9590,Samantha Hall,2,2001-11-24,22,67.0,165,2023,Holy Cross College,ACMS,,"""87.0""",85.6
9591,Rachel Douglas,2,1995-06-06,28,,160,2017,Purdue,Computer Science & Engineering,A,"""76.7""",84.9
9592,Chelsea Brown,1,2001-10-20,22,65.0,140,2023,UCLA,Computer Science & Engineering,C,"""83.2""",82.4
9593,Adam Vaughan,0,1998-09-27,25,69.0,170,2020,University of Florida,Computer Science & Engineering,F,"""91.3""",81.1
9594,Edward Michael,2,1999-08-02,24,70.0,170,2021,Duke University,Computer Science & Engineering,B,"""79.4""",86.1
9595,Michelle Gilbert,1,1999-07-27,24,63.0,130,2021,UCLA,Theology,,"""72.8""",87.8
9596,James Ellis,0,1993-06-04,30,67.0,140,2015,UCLA,Computer Science & Engineering,C,"""78.7""",92.1
9597,John Johnson,2,2000-03-17,23,71.0,175,2022,University of Nebraska,Theology,Pass,"""85.0""",79.8
9598,Michael Williams,0,1992-01-12,31,66.0,140,2014,Purdue,Electrical Engineering,,"""95.1""",83.8
9599,Michael Johnson,2,2000-10-31,23,69.0,155,2022,University of Wisconsin,Computer Science & Engineering,D,"""83.6""",88.8
9600,Robert Orr,2,1992-06-12,31,167.0,140,2014,Duke University,Computer Science & Engineering,C,"""86.7""",83.4
9601,Natasha Nguyen,2,2003-10-18,20,160.0,125,2025,Michigan State University,Computer Science & Engineering,B,"""82.0""",90.7
9602,Melissa Shaw,1,1995-10-25,28,66.0,115,2017,University of Florida,ACMS,,"""100""",80.1
9603,Joshua Williams,0,2003-07-16,20,67.0,170,2025,Purdue,Computer Science & Engineering,A,"""86.7""",82.3
9604,Olivia Pollard,1,2003-11-24,20,62.0,120,2025,Stanford University,Computer Science & Engineering,A,"""79.6""",84.7
9605,Chris Jenkins,0,1999-12-27,24,62.0,150,2021,Stanford University,Computer Science & Engineering,B,"""84.0""",86.0
9606,Holly Schaefer,2,1995-06-28,28,165.0,115,2017,Stanford University,Theology,,"""95.9""",79.4
9607,Kathleen Diaz,2,2002-09-11,21,,185,2024,University of Florida,Computer Science & Engineering,B,"""92.3""",84.3
9608,Paul Smith,0,2001-06-04,22,65.0,155,2023,MIT,Computer Science & Engineering,B,"""84.0""",68.5
9609,James Hernandez,0,1994-11-28,29,70.0,160,2016,Michigan State University,Theology,,"""95.2""",87.6
9610,Kari Smith,1,2003-01-08,20,65.0,120,2025,MIT,Computer Science & Engineering,D,"""89.1""",80.5
9611,Shirley Carrillo,2,2000-01-29,23,63.0,110,2022,MIT,Computer Science & Engineering,B,"""79.7""",85.4
9612,Gregory Berry,2,1993-04-20,30,182.0,150,2015,UCLA,Computer Science & Engineering,D,"""80.0""",91.3
9613,Brandon Estrada,0,1999-05-02,24,65.0,135,2021,Marquette University,Computer Science & Engineering,Pass,"""78.3""",93.7
9614,Kiara Tate,2,1993-07-19,30,72.0,150,2015,MIT,Computer Science & Engineering,D,"""81.0""",78.7
9615,Mark Gonzalez,0,1997-07-21,26,66.0,165,2019,Harvard University,Computer Science & Engineering,C,"""81.1""",90.2
9616,Michael Green,0,1996-04-03,27,,185,2018,MIT,Math,,"""74.0""",84.6
9617,Pamela Cummings,1,2003-10-10,20,59.0,95,2025,University of Illinois,Electrical Engineering,,"""78.2""",92.6
9618,Nancy Meyers,2,1999-08-18,24,,185,2021,University of Nebraska,Computer Science & Engineering,Pass,"""83.5""",77.8
9619,Brianna White,2,2000-09-01,23,64.0,160,2022,UCLA,Math,B,"""80.6""",92.9
9620,James Moody,0,1999-08-04,24,67.0,170,2021,University of Alabama,Computer Science & Engineering,D,"""77.1""",92.4
9621,Jared Bowman,0,1995-12-19,28,70.0,145,2017,Michigan State University,Math,,"""85.5""",73.4
9622,Michael Rivera,2,1999-07-19,24,180.0,165,2021,UCLA,Theology,F,"""97.4""",83.7
9623,Nancy Gay,2,1997-12-19,26,65.0,115,2019,University of Alabama,Computer Science & Engineering,B,"""70.2""",74.0
9624,Vincent Levine,0,2001-08-25,22,,175,2023,University of Florida,Computer Science & Engineering,C,"""96.7""",71.7
9625,David Johnson,0,2001-12-19,22,66.0,145,2023,University of Illinois,Computer Science & Engineering,B,"""89.2""",77.4
9626,Sonya Wong,1,1995-08-07,28,65.0,130,2017,St. Joseph's University,Computer Science & Engineering,Pass,"""94.7""",81.7
9627,Isaac Harper,0,1995-12-24,28,67.0,155,2017,Stanford University,Math,B,"""84.3""",82.5
9628,Michael Gibson,2,1994-04-23,29,69.0,155,2016,USC,ACMS,,"""83.2""",85.7
9629,Heather Crawford,2,1998-07-19,25,64.0,115,2020,St. Joseph's University,Computer Science & Engineering,Pass,"""73.8""",78.7
9630,Dillon Ellis,0,2000-02-13,23,70.0,160,2022,Stanford University,Computer Science & Engineering,A,"""94.9""",97.5
9631,Katherine Miller,1,1995-03-22,28,66.0,140,2017,UCLA,Computer Science & Engineering,A,"""80.9""",89.4
9632,Matthew Jensen,2,1993-08-27,30,69.0,170,2015,University of Wisconsin,Computer Science & Engineering,D,"""92.4""",77.0
9633,Claudia Douglas,1,2000-02-03,23,67.0,115,2022,University of Notre Dame,Computer Science & Engineering,D,"""88.1""",83.8
9634,Nathan Lane,2,1993-03-13,30,66.0,165,2015,USC,Computer Science & Engineering,C,"""82.8""",84.2
9635,Peter Hayden,0,2003-11-26,20,66.0,150,2025,USC,Math,,"""92.4""",87.9
9636,Lisa Nelson,2,1992-07-04,31,66.0,150,2014,St. Joseph's University,Computer Science & Engineering,Pass,"""66.4""",84.7
9637,Erica Dorsey,1,2002-11-03,21,63.0,125,2024,Marquette University,Computer Science & Engineering,Pass,"""82.7""",80.6
9638,Alexander Grant,2,2001-12-11,22,69.0,155,2023,University of Florida,Computer Science & Engineering,B,"""85.4""",83.3
9639,Amber Nguyen,1,1992-10-30,31,64.0,125,2014,University of Florida,Computer Science & Engineering,A,"""81.4""",92.1
9640,Ryan Phillips,0,1997-12-25,26,72.0,175,2019,University of Florida,Math,,"""74.1""",82.8
9641,Keith Burton,0,2001-12-17,22,70.0,150,2023,University of Florida,Computer Science & Engineering,F,"""86.7""",80.3
9642,Russell Cooper,0,2001-02-19,22,68.0,170,2023,University of Wisconsin,ACMS,B,"""83.8""",87.6
9643,Thomas Anderson,0,1997-05-12,26,68.0,140,2019,Brown University,Computer Science & Engineering,A,"""72.7""",94.1
9644,Joseph Baker,0,2000-03-09,23,65.0,145,2022,Purdue,Computer Science & Engineering,B,"""67.7""",77.9
9645,Amanda Bryan,2,2002-06-05,21,149.0,105,2024,University of Wisconsin,Theology,B,"""87.9""",91.6
9646,Brenda Fisher,1,2003-10-26,20,65.0,135,2025,University of Michigan (boo),Computer Science & Engineering,B,"""86.7""",79.2
9647,Alex Simmons,0,2002-02-16,21,72.0,175,2024,MIT,Computer Science & Engineering,C,"""91.2""",89.6
9648,Christopher Cole,0,2002-07-18,21,67.0,170,2024,University of Notre Dame,Electrical Engineering,,"""84.0""",75.5
9649,Jesus Rogers,0,1992-02-02,31,71.0,175,2014,Brown University,Computer Science & Engineering,F,"""85.8""",82.1
9650,Larry Clark,0,1995-06-21,28,70.0,150,2017,Holy Cross College,Theology,,"""94.7""",88.9
9651,Chelsea Hamilton,1,1992-04-26,31,66.0,140,2014,Michigan State University,Math,,"""89.9""",91.2
9652,Greg Freeman,0,2003-01-31,20,71.0,175,2025,Marquette University,Computer Science & Engineering,Pass,"""75.6""",92.7
9653,Adrienne Fernandez,2,1992-06-30,31,167.0,125,2014,St. Joseph's University,Computer Science & Engineering,Pass,"""74.8""",86.3
9654,Derrick Harmon,0,1996-07-22,27,64.0,135,2018,MIT,Computer Science & Engineering,D,"""92.4""",81.1
9655,Jeffery Christensen,0,1992-12-03,31,68.0,150,2014,Harvard University,Computer Science & Engineering,A,"""95.6""",90.8
9656,Pamela Pittman,1,1993-03-18,30,68.0,145,2015,UMBC,Theology,,"""83.7""",98.4
9657,Scott Martin,0,1994-05-06,29,65.0,135,2016,Stanford University,Computer Science & Engineering,B,"""80.9""",91.0
9658,Donald Barton,2,2002-05-15,21,68.0,140,2024,University of Alabama,Computer Science & Engineering,A,"""83.1""",82.8
9659,Kenneth Hester,2,1992-03-09,31,70.0,145,2014,UCLA,Computer Science & Engineering,B,"""92.4""",88.2
9660,Ashley Cannon,1,1994-09-19,29,64.0,105,2016,University of Florida,Theology,,"""83.1""",77.3
9661,Cynthia Bryant,2,2003-01-27,20,67.0,160,2025,Harvard University,Computer Science & Engineering,B,"""85.7""",82.9
9662,Cameron Wright,0,2001-01-20,22,65.0,165,2023,UCLA,Computer Science & Engineering,C,"""89.4""",69.1
9663,Mark Pearson,2,1999-06-21,24,70.0,140,2021,Stanford University,Computer Science & Engineering,A,"""92.5""",87.8
9664,Melissa Williams,1,1998-07-14,25,65.0,125,2020,Purdue,Math,,"""92.4""",87.1
9665,Alexander Morton,0,2002-06-09,21,66.0,150,2024,University of Notre Dame,Computer Science & Engineering,B,"""93.6""",100.0
9666,Alison Beard,1,2003-06-17,20,63.0,115,2025,University of Alabama,Computer Science & Engineering,C,"""77.2""",74.9
9667,David Copeland,0,2002-01-12,21,69.0,160,2024,MIT,Computer Science & Engineering,C,"""84.6""",92.3
9668,Ryan Brown,0,2001-12-06,22,67.0,165,2023,USC,Computer Science & Engineering,B,"""87.1""",95.1
9669,Alice Morrow,1,1998-01-04,25,61.0,100,2020,Michigan State University,Computer Science & Engineering,C,"""92.8""",66.3
9670,Charlotte Fields,1,2000-01-15,23,65.0,130,2022,Marquette University,Computer Science & Engineering,Pass,"""76.2""",87.5
9671,Stephanie Hernandez,1,1997-08-17,26,62.0,125,2019,MIT,Computer Science & Engineering,A,"""96.3""",79.8
9672,Kurt Patrick,0,1996-09-22,27,66.0,140,2018,Brown University,Computer Science & Engineering,A,"""96.6""",85.3
9673,Natasha Pierce,1,2000-06-01,23,68.0,145,2022,Stanford University,Computer Science & Engineering,A,"""87.1""",74.7
9674,David Curry,0,1998-10-24,25,69.0,155,2020,Brown University,Theology,,"""82.6""",78.7
9675,Vanessa Chase,2,1999-04-12,24,68.0,150,2021,USC,Math,,"""94.9""",69.9
9676,Timothy Smith,0,1999-07-10,24,70.0,155,2021,Holy Cross College,ACMS,,"""77.9""",86.9
9677,Carl Rodriguez,0,1998-06-10,25,,185,2020,UMBC,Computer Science & Engineering,Fail,"""71.4""",72.3
9678,Julia Erickson,1,1996-03-18,27,61.0,110,2018,University of Nebraska,Math,,"""85.3""",83.6
9679,Jeffery Jackson,0,2002-07-27,21,70.0,145,2024,University of Notre Dame,Electrical Engineering,,"""83.2""",83.0
9680,Suzanne Walsh,1,1993-12-13,30,63.0,125,2015,University of Notre Dame,Computer Science & Engineering,F,"""91.6""",87.5
9681,Christopher Schmidt,2,2000-11-27,23,61.0,100,2022,University of Illinois,Electrical Engineering,,"""96.9""",90.6
9682,Patricia Rodriguez,1,2001-11-02,22,63.0,120,2023,Holy Cross College,Computer Science & Engineering,C,"""81.5""",99.6
9683,Rebekah Frazier,1,1993-10-24,30,62.0,135,2015,Harvard University,Computer Science & Engineering,D,"""91.4""",80.5
9684,Nicole Crawford,1,1996-05-09,27,65.0,140,2018,Holy Cross College,ACMS,,"""88.0""",87.2
9685,Alison Morales,1,2002-07-27,21,62.0,135,2024,Brown University,Computer Science & Engineering,F,"""75.2""",87.1
9686,Leslie Allen,1,2002-05-22,21,61.0,120,2024,Purdue,Electrical Engineering,A,"""86.7""",89.9
9687,Jessica Miller,2,1996-06-13,27,66.0,145,2018,Stanford University,Computer Science & Engineering,A,"""92.5""",80.4
9688,Frank Cunningham,2,2003-08-08,20,68.0,150,2025,Brown University,Theology,,"""85.8""",91.4
9689,Harry Jacobs,0,2001-10-31,22,67.0,165,2023,UMBC,Computer Science & Engineering,Pass,"""86.0""",80.6
